listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
327,"Entire home/apt in Senayan, Jakarta",1107,2025-01-22,Jakarta,within an hour,50,96,False,4,True,False,Senayan,Central,Jakarta,-6.201723,106.81634,Loft,Entire home/apt,2,1,Gym|Wifi|Washer|Heating|Air conditioning|Free parking|Iron|Elevator,163.09,1,30,3.94,3.7,3.65,3.76,3.91,4.03,3.66,True
328,"Private room in BGC, Manila",1108,2021-02-04,Manila,within an hour,53,72,True,15,True,True,BGC,North,Manila,14.581048,120.962637,Loft,Private room,2,1,Elevator|Free parking|Pool|TV|Iron|Gym,78.2,7,1125,4.38,4.32,4.03,4.64,4.6,4.39,4.13,False
329,"Entire home/apt in Katong, Singapore",1109,2022-04-16,Singapore,within a day,89,74,False,8,True,False,Katong,Central,Singapore,1.373951,103.821695,Condominium,Entire home/apt,4,2,Free parking|Workspace|Heating,236.41,2,365,3.89,3.81,3.62,3.88,4.02,3.91,3.82,True
330,"Private room in Bukit Bintang, Kuala Lumpur",1110,2025-03-05,Kuala Lumpur,within an hour,56,85,False,7,True,True,Bukit Bintang,West,Kuala Lumpur,3.151077,101.675708,Serviced apartment,Private room,6,3,Pool|Heating|Gym,217.75,3,365,4.76,4.67,4.79,4.94,4.69,5.0,4.59,False
331,"Entire home/apt in Silom, Bangkok",1111,2017-10-20,Bangkok,within an hour,57,69,False,10,True,True,Silom,West,Bangkok,13.770511,100.464993,Apartment,Entire home/apt,5,2,Heating|Free parking|Pool,183.7,2,60,3.68,3.6,3.29,3.48,3.5,3.6,3.6,False
332,"Private room in Menteng, Jakarta",1112,2021-03-08,Jakarta,within a few hours,93,82,False,14,True,True,Menteng,North,Jakarta,-6.226296,106.832133,Serviced apartment,Private room,5,2,Free parking|Elevator|Kitchen|Washer|Heating|Air conditioning|Workspace,188.34,3,90,4.38,4.1,4.41,4.21,4.54,4.24,4.11,False
333,"Private room in Bangsar, Kuala Lumpur",1113,2020-09-07,Kuala Lumpur,a few days or more,91,73,False,8,True,True,Bangsar,West,Kuala Lumpur,3.152117,101.672102,Apartment,Private room,6,3,Heating|Pool|Gym|Air conditioning|Workspace|Kitchen|TV|Wifi,148.0,3,30,3.79,3.57,3.42,4.06,4.05,3.51,3.69,False
334,"Private room in Malate, Manila",1114,2019-04-01,Manila,within a day,67,62,False,14,True,True,Malate,South,Manila,14.586102,120.998228,Serviced apartment,Private room,6,3,Iron|Air conditioning|Workspace|Washer|Gym|Free parking|Pool|Wifi|Elevator,218.7,2,60,4.29,4.15,4.37,4.58,4.21,4.18,4.38,False
335,"Entire home/apt in Senayan, Jakarta",1115,2015-11-10,Jakarta,within an hour,76,76,False,9,True,True,Senayan,East,Jakarta,-6.207311,106.810414,Loft,Entire home/apt,6,3,Gym|Washer|Heating|Kitchen|Iron|Workspace|Elevator|Free parking|Air conditioning|TV,237.83,3,365,3.67,3.69,3.73,3.92,3.91,3.38,3.33,True
336,"Private room in Malate, Manila",1116,2024-05-08,Manila,within a day,57,71,False,15,False,True,Malate,West,Manila,14.586554,120.994881,Loft,Private room,3,2,TV|Workspace|Gym|Heating|Pool,149.82,3,1125,3.43,3.44,3.63,3.25,3.6,3.34,3.25,True
337,"Entire home/apt in Senayan, Jakarta",1117,2023-03-24,Jakarta,within a day,53,86,True,9,True,True,Senayan,South,Jakarta,-6.209591,106.810216,Loft,Entire home/apt,8,4,Air conditioning|Kitchen|Wifi|Pool|Elevator|Washer|Iron|Gym|Workspace|TV|Free parking,279.51,3,1125,4.9,5.0,4.76,4.86,4.86,4.71,4.57,False
338,"Entire home/apt in Chinatown, Bangkok",1118,2018-03-12,Bangkok,within a few hours,51,88,True,15,True,True,Chinatown,Central,Bangkok,13.783319,100.529166,Serviced apartment,Entire home/apt,6,3,Kitchen|Free parking|Iron|Air conditioning|Washer|Pool,237.47,3,1125,3.7,3.8,3.3,3.92,3.51,3.52,3.77,False
339,"Private room in Senayan, Jakarta",1119,2023-01-12,Jakarta,within an hour,70,60,False,9,True,False,Senayan,West,Jakarta,-6.201823,106.809317,Condominium,Private room,5,2,Elevator|Free parking|Air conditioning|Kitchen|Iron|Pool|Gym|Wifi|TV,189.49,2,365,4.65,4.67,4.56,4.84,4.8,4.54,4.71,True
340,"Private room in BGC, Manila",1120,2022-01-13,Manila,within a few hours,90,55,True,9,True,True,BGC,East,Manila,14.583529,120.962818,Condominium,Private room,1,1,Iron|Washer|Free parking|Elevator|Kitchen|Workspace,145.21,1,365,4.66,4.39,4.59,4.56,4.55,4.61,4.39,True
341,"Entire home/apt in Makati, Manila",1121,2024-06-05,Manila,a few days or more,57,61,False,8,True,True,Makati,West,Manila,14.567112,120.976139,House,Entire home/apt,3,2,Heating|Pool|TV|Elevator|Free parking|Wifi|Air conditioning|Gym|Kitchen,215.28,7,30,3.96,3.83,3.8,3.82,4.2,4.16,3.99,False
342,"Entire home/apt in Sukhumvit, Bangkok",1122,2023-10-12,Bangkok,within an hour,69,78,False,7,True,True,Sukhumvit,East,Bangkok,13.748028,100.463535,House,Entire home/apt,4,2,Gym|Workspace|Elevator|Iron|TV|Kitchen|Wifi|Heating,221.94,3,60,4.07,4.04,4.14,3.93,4.35,4.14,3.73,False
343,"Private room in Jurong East, Singapore",1123,2023-08-07,Singapore,within a day,71,76,False,4,True,True,Jurong East,South,Singapore,1.363218,103.804295,Apartment,Private room,6,3,Pool|TV|Washer|Kitchen|Gym|Elevator,192.17,7,60,4.49,4.66,4.11,4.3,4.76,4.25,4.29,True
344,"Entire home/apt in Thonglor, Bangkok",1124,2023-05-30,Bangkok,within an hour,50,97,True,14,True,True,Thonglor,South,Bangkok,13.754537,100.552658,House,Entire home/apt,4,2,Workspace|Free parking|Air conditioning|Heating|TV,174.86,3,60,4.11,3.86,4.06,4.11,4.33,4.33,4.1,True
345,"Entire home/apt in Katong, Singapore",1125,2022-05-11,Singapore,a few days or more,96,75,False,6,True,True,Katong,South,Singapore,1.36696,103.820887,House,Entire home/apt,2,1,Gym|TV|Free parking|Elevator|Heating|Pool,153.53,7,30,4.16,4.09,4.11,3.97,4.35,4.13,4.0,True
346,"Private room in KLCC, Kuala Lumpur",1126,2016-11-24,Kuala Lumpur,within an hour,99,81,True,5,True,False,KLCC,North,Kuala Lumpur,3.123711,101.695948,Condominium,Private room,2,1,Kitchen|Gym|Heating|Elevator,104.25,2,90,4.14,4.26,3.76,4.28,4.24,4.36,3.87,True
347,"Entire home/apt in BGC, Manila",1127,2022-12-13,Manila,within an hour,60,62,False,8,True,True,BGC,Central,Manila,14.57489,120.965666,Serviced apartment,Entire home/apt,4,2,Air conditioning|Gym|Workspace|Iron,215.7,1,365,3.43,3.38,3.41,3.49,3.3,3.65,3.24,True
348,"Private room in Jurong East, Singapore",1128,2021-11-24,Singapore,within a few hours,60,83,False,12,True,True,Jurong East,North,Singapore,1.363698,103.81132,House,Private room,5,2,TV|Iron|Washer|Pool|Free parking|Heating|Gym,142.74,1,90,3.58,3.49,3.27,3.41,3.87,3.47,3.27,False
349,"Entire home/apt in BGC, Manila",1129,2015-10-01,Manila,within a day,73,89,False,13,True,True,BGC,North,Manila,14.585143,120.96644,House,Entire home/apt,8,4,Washer|Free parking|Iron,273.69,2,1125,4.68,4.65,4.68,4.52,4.56,4.82,4.42,True
350,"Private room in Tiong Bahru, Singapore",1130,2023-08-29,Singapore,within an hour,58,82,False,13,True,True,Tiong Bahru,North,Singapore,1.395653,103.79513,Serviced apartment,Private room,7,4,Iron|Elevator|Washer|Kitchen|Wifi|Gym|Air conditioning|Pool|Workspace|TV|Heating|Free parking,213.16,2,365,3.5,3.36,3.4,3.36,3.58,3.43,3.29,True
351,"Entire home/apt in Bangsar, Kuala Lumpur",1131,2022-02-08,Kuala Lumpur,within a few hours,74,73,False,3,True,True,Bangsar,Central,Kuala Lumpur,3.146811,101.673171,House,Entire home/apt,4,2,Elevator|Workspace|Free parking|Air conditioning|Gym|Pool|Kitchen|TV|Wifi|Heating|Iron,225.54,1,365,4.59,4.47,4.31,4.68,4.55,4.84,4.65,False
352,"Entire home/apt in Orchard, Singapore",1132,2019-06-20,Singapore,a few days or more,97,91,True,13,True,True,Orchard,South,Singapore,1.368176,103.815801,House,Entire home/apt,5,2,Heating|Wifi|Elevator,214.29,1,30,5.0,4.88,4.97,5.0,5.0,4.81,5.0,True
353,"Private room in Bugis, Singapore",1133,2024-08-14,Singapore,within a few hours,96,67,False,2,True,False,Bugis,East,Singapore,1.393626,103.829738,Loft,Private room,1,1,Workspace|Wifi|Pool|Heating|Kitchen|Free parking|TV|Elevator|Iron|Gym|Air conditioning|Washer,85.28,2,30,4.71,4.55,4.43,4.76,4.6,4.86,4.73,True
354,"Entire home/apt in Bangsar, Kuala Lumpur",1134,2022-10-23,Kuala Lumpur,within an hour,63,90,True,6,True,False,Bangsar,North,Kuala Lumpur,3.154248,101.677283,House,Entire home/apt,8,4,Kitchen|Air conditioning|Workspace|Pool,272.25,1,60,4.26,4.11,4.27,4.53,4.49,4.41,4.23,True
355,"Entire home/apt in Senayan, Jakarta",1135,2019-08-23,Jakarta,a few days or more,90,93,False,14,True,True,Senayan,East,Jakarta,-6.20381,106.810834,House,Entire home/apt,3,2,Free parking|Workspace|Elevator|Iron|Air conditioning,198.08,1,1125,4.08,3.97,4.0,3.99,4.23,3.99,4.09,False
356,"Private room in Thonglor, Bangkok",1136,2023-09-03,Bangkok,a few days or more,92,87,True,15,True,True,Thonglor,Central,Bangkok,13.753137,100.548334,Serviced apartment,Private room,5,2,TV|Iron|Kitchen|Elevator,143.99,2,30,3.45,3.46,3.57,3.25,3.46,3.35,3.37,True
357,"Entire home/apt in KLCC, Kuala Lumpur",1137,2019-12-04,Kuala Lumpur,within a few hours,98,82,False,2,True,True,KLCC,North,Kuala Lumpur,3.118449,101.687302,Condominium,Entire home/apt,3,2,Workspace|Gym|Elevator|Washer|Free parking|Pool|Kitchen|Heating|Iron,233.36,2,90,4.07,4.25,3.91,3.88,4.13,4.32,4.11,False
358,"Private room in Makati, Manila",1138,2023-11-04,Manila,within a day,69,55,False,3,True,False,Makati,East,Manila,14.563516,120.983766,Serviced apartment,Private room,3,2,Pool|Elevator|Gym|Kitchen|Iron,163.49,1,365,3.2,2.95,2.95,3.34,3.42,3.12,3.04,True
359,"Private room in Senayan, Jakarta",1139,2024-04-28,Jakarta,within an hour,64,88,False,3,True,True,Senayan,East,Jakarta,-6.206592,106.814686,Loft,Private room,8,4,Kitchen|Pool|Workspace|Gym|Iron|Heating|Elevator|Washer|Free parking,212.76,2,90,4.16,4.03,4.25,4.27,4.34,4.41,4.08,True
360,"Entire home/apt in Sukhumvit, Bangkok",1140,2022-05-02,Bangkok,a few days or more,50,60,True,6,True,True,Sukhumvit,East,Bangkok,13.749556,100.464692,Condominium,Entire home/apt,2,1,Wifi|Free parking|Gym|Kitchen|TV|Washer|Pool|Iron|Workspace|Air conditioning,182.68,3,1125,4.65,4.54,4.52,4.69,4.93,4.59,4.64,True
361,"Private room in Bangsar, Kuala Lumpur",1141,2023-10-04,Kuala Lumpur,within a day,62,82,False,14,True,True,Bangsar,South,Kuala Lumpur,3.146705,101.679292,Apartment,Private room,8,4,Air conditioning|Kitchen|Gym|TV|Heating|Elevator|Pool|Wifi,203.61,7,365,3.47,3.39,3.35,3.29,3.7,3.45,3.1,False
362,"Entire home/apt in KLCC, Kuala Lumpur",1142,2015-04-07,Kuala Lumpur,within an hour,84,97,False,7,True,True,KLCC,East,Kuala Lumpur,3.120784,101.691107,Loft,Entire home/apt,5,2,Elevator|Pool|Free parking,221.18,1,30,4.34,4.31,4.02,4.21,4.39,4.58,4.11,True
363,"Private room in Makati, Manila",1143,2019-03-07,Manila,within an hour,61,97,True,5,True,True,Makati,Central,Manila,14.570737,120.978241,Serviced apartment,Private room,1,1,Gym|TV|Air conditioning|Pool,97.21,2,30,4.87,4.97,4.81,5.0,4.98,4.89,4.87,False
364,"Entire home/apt in Katong, Singapore",1144,2022-09-22,Singapore,within a day,56,64,False,4,True,True,Katong,Central,Singapore,1.371214,103.832391,Serviced apartment,Entire home/apt,7,4,Gym|Kitchen|Free parking|Heating|Wifi|Washer|Air conditioning|Elevator|Workspace|Iron|TV|Pool,275.11,7,90,3.68,3.49,3.65,3.84,3.78,3.66,3.49,False
365,"Private room in BGC, Manila",1145,2018-08-02,Manila,within a day,69,68,False,13,True,True,BGC,West,Manila,14.586546,120.960423,Loft,Private room,1,1,Washer|TV|Kitchen|Gym|Free parking|Workspace|Wifi|Elevator|Pool|Heating,86.86,2,365,4.08,3.79,4.05,3.96,4.06,4.04,4.18,True
366,"Shared room in Bangsar, Kuala Lumpur",1146,2016-06-23,Kuala Lumpur,within a day,70,99,False,6,True,False,Bangsar,Central,Kuala Lumpur,3.145272,101.678887,Loft,Shared room,7,4,Washer|Workspace|Air conditioning|Free parking|Kitchen|Gym|Heating|Iron|TV,190.66,7,90,3.83,3.78,3.75,3.74,3.83,3.98,3.57,False
367,"Entire home/apt in Silom, Bangkok",1147,2022-05-11,Bangkok,within a day,89,65,True,3,True,False,Silom,South,Bangkok,13.776291,100.468503,Loft,Entire home/apt,6,3,Gym|Workspace|Washer|Wifi|Heating|Air conditioning|Free parking|Pool|TV,248.96,7,365,4.28,4.32,4.45,4.09,4.38,4.45,4.07,False
368,"Entire home/apt in Silom, Bangkok",1148,2022-12-29,Bangkok,within a few hours,100,61,False,8,True,True,Silom,South,Bangkok,13.775709,100.462481,Loft,Entire home/apt,4,2,Washer|Heating|Elevator,182.64,7,30,4.03,4.13,4.13,4.27,4.28,3.88,3.99,True
369,"Shared room in Jurong East, Singapore",1149,2019-09-05,Singapore,a few days or more,77,100,False,2,True,False,Jurong East,Central,Singapore,1.370864,103.80991,Serviced apartment,Shared room,7,4,Iron|TV|Wifi|Elevator|Workspace|Gym|Pool|Heating|Kitchen|Air conditioning|Free parking|Washer,168.87,1,90,3.92,4.0,3.87,4.12,4.08,3.84,3.85,True
370,"Entire home/apt in Chinatown, Bangkok",1150,2015-10-31,Bangkok,within a few hours,83,68,False,1,True,True,Chinatown,East,Bangkok,13.789301,100.531676,Condominium,Entire home/apt,6,3,Pool|Free parking|Elevator|Workspace|Heating|TV|Kitchen,267.31,2,1125,4.22,4.1,3.99,4.49,4.1,4.3,4.06,True
371,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1151,2017-11-19,Kuala Lumpur,within a few hours,72,91,False,3,True,True,Bukit Bintang,South,Kuala Lumpur,3.153639,101.669436,Condominium,Entire home/apt,5,2,Kitchen|Heating|Wifi|Free parking|Pool|Elevator|TV,251.25,3,90,4.54,4.5,4.37,4.8,4.66,4.76,4.38,True
372,"Entire home/apt in Menteng, Jakarta",1152,2016-09-06,Jakarta,within an hour,71,82,False,2,True,True,Menteng,West,Jakarta,-6.221117,106.82906,Apartment,Entire home/apt,5,2,Pool|Elevator|Iron|Wifi|Washer|Workspace,190.35,3,1125,3.56,3.68,3.48,3.4,3.76,3.53,3.42,True
373,"Private room in Silom, Bangkok",1153,2021-10-31,Bangkok,a few days or more,79,56,False,9,True,True,Silom,Central,Bangkok,13.770432,100.466297,Condominium,Private room,8,4,Kitchen|TV|Free parking|Wifi,210.76,2,30,3.57,3.37,3.24,3.41,3.47,3.6,3.28,True
374,"Entire home/apt in Makati, Manila",1154,2019-12-19,Manila,within a few hours,71,67,False,11,True,True,Makati,South,Manila,14.565341,120.983578,Serviced apartment,Entire home/apt,2,1,Elevator|Wifi|Free parking|Gym|Heating|Washer|Pool|Air conditioning|Kitchen|TV|Workspace|Iron,203.6,3,90,4.91,4.92,4.58,5.0,4.8,4.61,4.96,False
375,"Entire home/apt in Menteng, Jakarta",1155,2016-01-23,Jakarta,within a few hours,70,60,False,4,True,True,Menteng,North,Jakarta,-6.225487,106.831592,Condominium,Entire home/apt,7,4,Kitchen|Washer|Air conditioning|Iron|TV|Workspace|Free parking|Gym|Pool|Elevator|Heating,297.01,1,60,3.39,3.4,3.08,3.67,3.68,3.48,3.38,False
376,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1156,2018-06-08,Kuala Lumpur,within a day,51,95,False,4,True,True,Bukit Bintang,East,Kuala Lumpur,3.143364,101.670048,House,Entire home/apt,5,2,Free parking|Gym|Heating|Iron|TV|Wifi|Washer|Elevator|Pool|Air conditioning,199.39,7,90,4.36,4.21,4.18,4.32,4.56,4.26,4.24,True
377,"Entire home/apt in Chinatown, Bangkok",1157,2023-02-08,Bangkok,within an hour,56,53,False,11,True,True,Chinatown,West,Bangkok,13.794011,100.529573,House,Entire home/apt,4,2,Iron|Gym|Elevator,181.82,2,1125,3.65,3.53,3.8,3.51,3.52,3.8,3.41,False
378,"Private room in Menteng, Jakarta",1158,2019-12-01,Jakarta,within a day,99,78,False,12,True,True,Menteng,East,Jakarta,-6.220697,106.833147,Condominium,Private room,4,2,TV|Workspace|Free parking|Wifi|Kitchen|Gym|Iron,163.9,1,90,4.77,4.7,4.65,4.74,4.91,4.89,4.5,False
379,"Private room in Tiong Bahru, Singapore",1159,2020-06-15,Singapore,within an hour,84,60,False,13,True,False,Tiong Bahru,South,Singapore,1.393971,103.798034,Apartment,Private room,7,4,Pool|Wifi|Heating|Gym|Iron|Free parking|Kitchen|TV|Washer|Air conditioning|Workspace,191.8,1,1125,4.34,4.5,4.31,4.64,4.52,4.5,4.16,True
380,"Private room in Senayan, Jakarta",1160,2021-06-14,Jakarta,within a few hours,87,93,False,13,True,True,Senayan,West,Jakarta,-6.205628,106.809754,Condominium,Private room,2,1,Wifi|Gym|Heating|Free parking|Workspace|TV|Washer|Elevator|Iron,108.99,3,365,3.61,3.64,3.33,3.82,3.87,3.85,3.57,False
381,"Entire home/apt in Silom, Bangkok",1161,2021-10-01,Bangkok,within a few hours,99,72,False,1,True,True,Silom,East,Bangkok,13.770758,100.468393,Condominium,Entire home/apt,2,1,Air conditioning|Pool|Iron|Washer|TV|Workspace|Kitchen|Gym,165.44,2,30,3.96,4.08,3.79,3.98,4.13,4.1,3.75,True
382,"Private room in Menteng, Jakarta",1162,2016-12-18,Jakarta,within a day,80,66,False,9,True,True,Menteng,Central,Jakarta,-6.226564,106.825368,Condominium,Private room,2,1,Washer|Air conditioning|Elevator|Pool|TV,104.11,2,30,3.95,3.65,4.03,3.95,4.18,3.86,4.02,False
383,"Entire home/apt in Senayan, Jakarta",1163,2024-02-01,Jakarta,within a few hours,94,80,False,13,True,True,Senayan,Central,Jakarta,-6.210643,106.812871,House,Entire home/apt,2,1,Workspace|Iron|Pool|Wifi|Kitchen|Gym|Air conditioning,174.77,1,1125,3.52,3.62,3.64,3.65,3.51,3.47,3.2,True
384,"Entire home/apt in Makati, Manila",1164,2015-05-03,Manila,within an hour,84,74,False,13,True,True,Makati,South,Manila,14.57221,120.984134,Condominium,Entire home/apt,2,1,Heating|Pool|Wifi|Workspace|Iron|TV|Washer,207.26,7,1125,3.26,3.04,2.92,3.23,3.17,3.21,2.89,False
385,"Entire home/apt in Kemang, Jakarta",1165,2020-04-07,Jakarta,within an hour,95,75,False,5,True,True,Kemang,South,Jakarta,-6.230507,106.827473,Serviced apartment,Entire home/apt,1,1,Pool|Heating|Air conditioning|Elevator|TV|Workspace|Free parking|Iron|Gym|Wifi|Kitchen,175.13,1,60,4.65,4.46,4.36,4.78,4.61,4.93,4.58,False
386,"Entire home/apt in BGC, Manila",1166,2021-07-01,Manila,a few days or more,72,62,False,11,True,False,BGC,South,Manila,14.578597,120.966291,Condominium,Entire home/apt,6,3,Iron|Wifi|Washer|Kitchen|Workspace|Air conditioning|Pool|Elevator|Gym,268.37,2,365,3.49,3.69,3.36,3.42,3.51,3.64,3.42,False
387,"Entire home/apt in KLCC, Kuala Lumpur",1167,2020-02-13,Kuala Lumpur,within a day,69,78,False,7,True,True,KLCC,South,Kuala Lumpur,3.122187,101.688336,Condominium,Entire home/apt,8,4,Free parking|Air conditioning|Pool|Gym|Wifi|Workspace|Iron|Elevator|Heating|Washer|TV,308.46,1,1125,3.42,3.21,3.51,3.66,3.48,3.21,3.36,False
388,"Private room in Thonglor, Bangkok",1168,2020-12-13,Bangkok,within a few hours,98,95,False,3,True,False,Thonglor,South,Bangkok,13.753714,100.554174,Serviced apartment,Private room,3,2,Workspace|TV|Kitchen|Pool|Heating|Wifi,157.96,3,365,4.42,4.55,4.19,4.7,4.69,4.3,4.47,False
389,"Entire home/apt in Kemang, Jakarta",1169,2017-10-26,Jakarta,within an hour,64,67,False,3,True,True,Kemang,North,Jakarta,-6.229898,106.829574,House,Entire home/apt,5,2,Heating|Air conditioning|Wifi|Gym|Kitchen|Iron|Washer|TV|Free parking|Pool|Workspace|Elevator,179.02,1,1125,3.9,4.07,3.59,3.92,4.04,4.06,3.51,True
390,"Private room in Bangsar, Kuala Lumpur",1170,2019-12-01,Kuala Lumpur,a few days or more,98,68,False,4,True,True,Bangsar,South,Kuala Lumpur,3.153174,101.676379,Apartment,Private room,8,4,Kitchen|Air conditioning|Pool|Free parking|Wifi|Washer|Workspace|Elevator|Gym|Iron,188.77,1,30,4.25,4.45,4.21,4.35,4.23,4.47,4.18,False
391,"Private room in Kemang, Jakarta",1171,2023-03-20,Jakarta,within a day,56,99,False,14,True,True,Kemang,North,Jakarta,-6.229562,106.824768,Apartment,Private room,5,2,Iron|Free parking|Pool|Air conditioning|Wifi|Elevator|Heating|Washer|TV,160.33,3,1125,4.25,4.37,4.08,4.31,4.51,4.18,4.15,False
392,"Entire home/apt in Orchard, Singapore",1172,2022-07-18,Singapore,a few days or more,90,97,False,13,True,True,Orchard,North,Singapore,1.367469,103.816191,Apartment,Entire home/apt,4,2,Pool|Iron|Elevator,192.84,7,30,4.73,4.54,4.44,4.85,4.69,4.61,4.54,True
393,"Private room in Kemang, Jakarta",1173,2017-10-15,Jakarta,a few days or more,55,71,False,6,True,True,Kemang,South,Jakarta,-6.222847,106.821627,House,Private room,6,3,Kitchen|Washer|TV|Heating|Pool|Elevator|Iron,161.38,3,60,4.56,4.42,4.34,4.82,4.41,4.5,4.47,False
394,"Private room in Menteng, Jakarta",1174,2024-01-14,Jakarta,within a few hours,75,89,False,12,True,True,Menteng,Central,Jakarta,-6.220685,106.831004,House,Private room,8,4,Pool|Wifi|Air conditioning|Washer|Free parking,195.28,1,30,4.84,4.59,4.8,5.0,4.84,4.7,4.8,False
395,"Entire home/apt in Menteng, Jakarta",1175,2015-12-03,Jakarta,within a few hours,78,91,False,13,True,True,Menteng,East,Jakarta,-6.217289,106.827222,Loft,Entire home/apt,5,2,TV|Kitchen|Free parking|Wifi|Elevator|Air conditioning,212.74,1,30,4.7,4.55,4.88,4.93,4.74,4.66,4.58,False
396,"Private room in Chinatown, Bangkok",1176,2024-12-18,Bangkok,within a few hours,100,84,False,10,True,True,Chinatown,East,Bangkok,13.790486,100.5264,Condominium,Private room,7,4,Free parking|Gym|Pool|Heating|Washer|Kitchen|Workspace|Iron,229.5,1,1125,3.34,3.39,3.26,3.19,3.55,3.18,3.11,False
397,"Entire home/apt in Makati, Manila",1177,2019-11-29,Manila,within an hour,93,72,False,2,True,True,Makati,West,Manila,14.567465,120.981646,Loft,Entire home/apt,1,1,Wifi|TV|Elevator|Iron|Workspace,158.31,3,90,4.81,4.98,4.85,4.97,4.86,4.93,4.88,False
398,"Entire home/apt in Chinatown, Bangkok",1178,2021-05-23,Bangkok,within a few hours,88,99,False,13,True,True,Chinatown,East,Bangkok,13.790932,100.531331,House,Entire home/apt,5,2,Iron|Heating|Pool|Wifi|TV|Workspace|Kitchen|Free parking|Elevator|Washer|Gym,197.18,1,30,4.15,4.17,4.05,4.01,3.99,4.42,4.04,False
399,"Private room in Kemang, Jakarta",1179,2017-01-19,Jakarta,a few days or more,98,56,True,9,True,True,Kemang,West,Jakarta,-6.224452,106.820541,Loft,Private room,3,2,Elevator|Air conditioning|Kitchen|Free parking|Gym|Iron|Workspace,148.6,1,1125,3.83,3.56,3.76,3.97,3.68,3.53,3.92,True
400,"Entire home/apt in KLCC, Kuala Lumpur",1180,2016-12-07,Kuala Lumpur,within a few hours,78,51,True,10,True,True,KLCC,Central,Kuala Lumpur,3.124191,101.68895,House,Entire home/apt,6,3,Pool|Air conditioning|Kitchen|Workspace|Heating|Washer,254.26,3,30,4.47,4.57,4.26,4.42,4.44,4.28,4.33,False
401,"Entire home/apt in Menteng, Jakarta",1181,2022-05-21,Jakarta,a few days or more,62,100,False,7,True,True,Menteng,Central,Jakarta,-6.227391,106.835803,Serviced apartment,Entire home/apt,6,3,Iron|TV|Air conditioning|Pool,283.58,2,30,3.64,3.8,3.79,3.85,3.89,3.76,3.66,True
402,"Private room in Makati, Manila",1182,2022-03-19,Manila,a few days or more,89,74,True,5,True,True,Makati,North,Manila,14.562032,120.974422,House,Private room,7,4,Free parking|Iron|Gym|Heating|TV|Washer,211.63,2,30,3.35,3.31,2.97,3.62,3.3,3.4,3.4,False
403,"Entire home/apt in Bangsar, Kuala Lumpur",1183,2019-04-26,Kuala Lumpur,within a day,54,95,True,4,True,False,Bangsar,North,Kuala Lumpur,3.154059,101.67879,Apartment,Entire home/apt,1,1,Workspace|TV|Iron|Kitchen|Pool|Elevator|Gym|Wifi|Air conditioning,186.17,1,1125,3.38,3.4,2.99,3.64,3.28,3.49,3.44,True
404,"Shared room in Thonglor, Bangkok",1184,2024-05-24,Bangkok,within a few hours,99,81,False,5,True,True,Thonglor,South,Bangkok,13.75062,100.553978,Condominium,Shared room,4,2,Iron|Free parking|Gym|Workspace|Washer|Pool|Heating|Kitchen|Elevator|TV|Wifi|Air conditioning,123.45,1,365,4.68,4.4,4.74,4.54,4.82,4.42,4.34,True
405,"Entire home/apt in Menteng, Jakarta",1185,2017-11-16,Jakarta,within an hour,85,81,False,4,True,True,Menteng,East,Jakarta,-6.218461,106.826704,Condominium,Entire home/apt,3,2,TV|Free parking|Iron|Heating|Air conditioning|Gym|Wifi,243.89,3,30,3.91,3.84,3.58,3.82,4.13,3.72,3.89,False
406,"Entire home/apt in Chinatown, Bangkok",1186,2023-08-17,Bangkok,a few days or more,62,91,True,1,True,False,Chinatown,North,Bangkok,13.785177,100.524646,Serviced apartment,Entire home/apt,3,2,Washer|Pool|Wifi|Heating|Kitchen|Elevator,216.31,2,60,4.75,4.92,4.65,4.66,4.86,4.65,4.71,True
407,"Private room in Menteng, Jakarta",1187,2016-08-10,Jakarta,within a day,52,59,False,15,True,True,Menteng,Central,Jakarta,-6.227049,106.835472,Condominium,Private room,5,2,Gym|TV|Iron|Wifi,169.63,7,60,4.31,4.01,3.91,4.14,4.3,4.35,4.34,False
408,"Entire home/apt in Orchard, Singapore",1188,2022-03-26,Singapore,within a day,64,59,False,5,True,True,Orchard,East,Singapore,1.371622,103.811755,Serviced apartment,Entire home/apt,8,4,Iron|Elevator|Heating|Free parking|Pool|Workspace,317.55,2,90,4.02,4.16,3.84,3.83,4.22,3.81,3.85,False
409,"Entire home/apt in Makati, Manila",1189,2019-07-21,Manila,within a day,79,85,False,14,True,True,Makati,North,Manila,14.564037,120.975506,Loft,Entire home/apt,6,3,Gym|Elevator|Pool|Heating|TV|Iron|Washer|Air conditioning|Free parking|Wifi,218.45,2,90,3.59,3.4,3.27,3.44,3.72,3.47,3.61,False
